what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1766711233889
arch,sysinfo,,,"x86",1766711233889
ws,sysinfo,,,"win32",1766711233889
locale,sysinfo,,,"en_US",1766711233889
processors,sysinfo,,,"16",1766711233889
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1766711233889
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1766711233889
java.specification.name,sysinfo,,,"Java Platform API Specification",1766711233889
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766711233889
java.specification.version,sysinfo,,,"1.6",1766711233889
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1766711233889
java.version,sysinfo,,,"1.6.0_23",1766711233889
java.vm.info,sysinfo,,,"mixed mode",1766711233889
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1766711233889
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1766711233889
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1766711233889
java.vm.specification.version,sysinfo,,,"1.0",1766711233889
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1766711233889
java.vm.version,sysinfo,,,"19.0-b09",1766711233889
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1766711237275
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766711239689
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1766711239809
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1766711239840
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1766711239841
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1766711239841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711241923
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1766711307560
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1766711307756
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1766711308824
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1766711309938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711314478
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1766711321171
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1766711321174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711322581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711332544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711332833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711336350
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766711342198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711347344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711373534
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766711374678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711386619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711388519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711409111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711410943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711414344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711416093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711419689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711427880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711430624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711438698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711439272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711442793
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1766711446612
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1766711448798
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1766711451225
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1766711451229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711452121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711453240
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1766711453746
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1766711453751
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766711455273
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1766711455625
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1766711455647
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1766711492291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711498721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711499627
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1766711499729
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1766711499907
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1766711499908
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1766711499988
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1766711500916
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1766711500916
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1766711500916
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1766711500916
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1766711500916
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1766711500916
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1766711500916
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1766711500916
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1766711500916
